Starting GA with 100 individuals for 100 generations...
Gen 1/100: Best fitness = 20908.6, Elective delay = 6344
Gen 88/100: Best fitness = 20908.6, Elective delay = 6344
Gen 89/100: Best fitness = 20908.6, Elective delay = 6344
Gen 90/100: Best fitness = 20908.6, Elective delay = 6344
Gen 91/100: Best fitness = 20908.6, Elective delay = 6344
Gen 92/100: Best fitness = 20908.6, Elective delay = 6344
Gen 93/100: Best fitness = 20908.6, Elective delay = 6344
Gen 94/100: Best fitness = 20908.6, Elective delay = 6344
Gen 95/100: Best fitness = 20908.6, Elective delay = 6344
Gen 96/100: Best fitness = 20908.6, Elective delay = 6344
Gen 97/100: Best fitness = 20908.6, Elective delay = 6344
Gen 98/100: Best fitness = 20908.6, Elective delay = 6344
Gen 99/100: Best fitness = 20908.6, Elective delay = 6344
Gen 100/100: Best fitness = 20908.6, Elective delay = 6344
